cohort,seed,candidate_build,published_build,PlayerID,status,Name,Team,Age,Baseline,CandidateMeanDelta,PublishedMeanDelta,DeltaDifference,CandidateMeanOvr,PublishedMeanOvr,OvrDifference,CandidateStdDelta,PublishedStdDelta
sample,42,20260919031636,20260919031637,619,shared,Derrick Williams,IND,27,49.0,-0.63,-0.66,0.030000000000000027,48.37,48.34,0.02999999999999403,3.653295177858702,1.8706667098641432
sample,42,20260919031636,20260919031637,621,shared,Jordan Williams,DET,28,66.0,-0.26,0.7,-0.96,65.74,66.7,-0.960000000000008,0.9058730929915406,0.7177405625652733
sample,42,20260919031636,20260919031637,622,shared,Lou Williams (PO),CHI,32,66.0,-0.59,-0.93,0.3400000000000001,65.41,65.07,0.3400000000000034,0.8887057892227211,0.819645156038991
sample,42,20260919031636,20260919031637,624,shared,Marvin Williams (TO),SAC,32,62.0,-0.45,-1.32,0.8700000000000001,61.55,60.68,0.8699999999999974,0.967919772950572,0.6337319319839909
sample,42,20260919031636,20260919031637,625,shared,Reggie Williams,CHI,32,54.0,-1.99,-5.62,3.63,52.01,48.38,3.6299999999999955,2.032538344339934,0.8851182652246777
sample,42,20260919031636,20260919031637,631,shared,Brandan Wright,SA,31,57.0,-0.71,-1.66,0.95,56.29,55.34,0.9499999999999957,1.208513570674757,0.6391281940932105
sample,42,20260919031636,20260919031637,633,shared,Dorell Wright (PO),MIN,33,65.0,-1.69,-1.55,-0.1399999999999999,63.31,63.45,-0.14000000000000057,0.9502259167846838,0.7833494518006403
sample,42,20260919031636,20260919031637,637,shared,Thaddeus Young,CLE,30,67.0,-0.58,0.57,-1.15,66.42,67.57,-1.1499999999999915,0.8309663353620593,0.6552815726036703
sample,42,20260919031636,20260919031637,668,shared,Thanasis Antetokounmpo,DEN,26,43.0,-0.09,-1.16,1.0699999999999998,42.91,41.84,1.0699999999999932,3.921180506640388,3.5096404028868484
sample,42,20260919031636,20260919031637,672,shared,Keith Appling,UTA,26,38.0,2.16,3.35,-1.19,40.16,41.35,-1.1900000000000048,4.609432577538008,3.1249242415059464
sample,42,20260919031636,20260919031637,698,shared,Harrison Barnes,TOR,26,76.0,1.72,1.34,0.3799999999999999,77.72,77.34,0.37999999999999545,0.6828342597311784,0.5545040554177648
sample,42,20260919031636,20260919031637,723,shared,Dāvis Bertāns,ORL,26,56.0,0.41,0.16,0.24999999999999997,56.41,56.16,0.25,1.8207280151221117,2.1020432580196484
sample,42,20260919031636,20260919031637,729,shared,Sim Bhullar,MIA,26,57.0,-0.09,-0.44,0.35,56.91,56.56,0.3499999999999943,1.7413277182145301,1.1310136688793462
sample,42,20260919031636,20260919031637,738,shared,Tarik Black,CHA,27,43.0,0.02,0.15,-0.13,43.02,43.15,-0.12999999999999545,4.701128168919251,3.009664567369727
sample,42,20260919031636,20260919031637,745,shared,Bojan Bogdanović,ORL,29,49.0,-1.6,-0.75,-0.8500000000000001,47.4,48.25,-0.8500000000000014,3.3211900021382443,2.656704877866717
sample,42,20260919031636,20260919031637,774,shared,Malcolm Brogdon,MIN,26,62.0,0.24,-0.18,0.42,62.24,61.82,0.4200000000000017,0.9224473377429688,0.6723995925944721
sample,42,20260919031636,20260919031637,777,shared,Anthony Brown,IND,26,56.0,0.1,-0.18,0.28,56.1,55.82,0.28000000000000114,1.1055415967851334,1.539906857999253
sample,42,20260919031636,20260919031637,782,shared,Jabari Brown,CHI,26,47.0,0.3,-1.94,2.2399999999999998,47.3,45.06,2.239999999999995,3.365001088147271,3.991961620025621
sample,42,20260919031636,20260919031637,787,shared,Markel Brown,BOS,26,45.0,-0.24,-2.66,2.42,44.76,42.34,2.4199999999999946,3.8902104536563797,2.854095055505087
sample,42,20260919031636,20260919031637,797,shared,Reggie Bullock,ORL,27,56.0,-0.99,-1.28,0.29000000000000004,55.01,54.72,0.28999999999999915,1.9822189382588185,1.2397458195007942
sample,42,20260919031636,20260919031637,798,shared,Trey Burke,BOS,26,65.0,1.87,0.71,1.1600000000000001,66.87,65.71,1.1600000000000108,0.89504810547317,0.7560530150830441
sample,42,20260919031636,20260919031637,802,shared,Dwight Buycks,LAL,29,40.0,-0.36,-2.17,1.81,39.64,37.83,1.8100000000000023,4.61556435806439,3.1271215020988374
sample,42,20260919031636,20260919031637,807,shared,Nick Calathes,NOL,29,42.0,-1.74,-2.69,0.95,40.26,39.31,0.9499999999999957,3.4978203891491444,3.4951481522334076
sample,42,20260919031636,20260919031637,820,shared,Michael Carter-Williams,TOR,27,63.0,0.46,0.62,-0.15999999999999998,63.46,63.62,-0.1599999999999966,0.8923920866769475,0.7355338884171829
sample,42,20260919031636,20260919031637,853,shared,Jordan Clarkson,POR,26,63.0,0.94,0.69,0.25,63.94,63.69,0.25,0.951553753318511,0.8001893715259097
sample,42,20260919031636,20260919031637,887,shared,Jae Crowder (PO),LAL,28,64.0,-0.13,0.54,-0.67,63.87,64.54,-0.6700000000000088,0.8605260312768293,0.6422812876966387
sample,42,20260919031636,20260919031637,912,shared,Nando De Colo,POR,31,61.0,-0.86,-1.38,0.5199999999999999,60.14,59.62,0.5200000000000031,0.9103223982122316,0.7885544888073251
sample,42,20260919031636,20260919031637,914,shared,Bryce Dejean-Jones,HOU,26,34.0,3.07,-1.77,4.84,37.07,32.23,4.840000000000003,6.7348858096249025,4.343472985498766
sample,42,20260919031636,20260919031637,928,shared,Gorgui Dieng,GSW,28,51.0,-1.27,-0.4,-0.87,49.73,50.6,-0.8700000000000045,3.6593729108974533,2.287427208092802
sample,42,20260919031636,20260919031637,1247,shared,Cleanthony Early,BOS,27,53.0,-0.15,1.18,-1.3299999999999998,52.85,54.18,-1.3299999999999983,2.1759706994462227,2.280262256758191
sample,42,20260919031636,20260919031637,1250,shared,Jarell Eddie,BOS,27,51.0,-0.18,-0.49,0.31,50.82,50.51,0.3100000000000023,3.66909010821787,1.9822189382588191
sample,42,20260919031636,20260919031637,1265,shared,James Ennis III,IND,28,36.0,0.06,-2.31,2.37,36.06,33.69,2.3700000000000045,5.080801654714091,4.86316810735595
sample,42,20260919031636,20260919031637,1277,shared,Cristiano Felício,MEM,26,38.0,1.86,-0.12,1.98,39.86,37.88,1.9799999999999969,5.0372751973801675,5.005613011026883
sample,42,20260919031636,20260919031637,1294,shared,Evan Fournier,NOL,26,46.0,0.26,-0.99,1.25,46.26,45.01,1.25,3.125716079572969,2.2450619212625362
sample,42,20260919031636,20260919031637,1331,shared,Rudy Gobert,DEN,26,32.0,1.4,-0.95,2.3499999999999996,33.4,31.05,2.349999999999998,5.4290650645159415,4.495508420590041
sample,42,20260919031636,20260919031637,1341,shared,Jerian Grant,SA,26,53.0,0.23,-1.97,2.2,53.23,51.03,2.1999999999999957,2.7482041886705333,2.217720187102699
sample,42,20260919031636,20260919031637,1361,shared,P.J. Hairston,DAL,26,48.0,-0.65,-2.67,2.02,47.35,45.33,2.020000000000003,3.1506773361878357,3.1206545544941138
sample,42,20260919031636,20260919031637,1375,shared,Tim Hardaway Jr.,NYK,26,51.0,-0.31,-1.93,1.6199999999999999,50.69,49.07,1.6199999999999974,3.422135313077217,2.701496031476043
sample,42,20260919031636,20260919031637,1402,shared,John Henson,IND,28,59.0,-0.6,0.85,-1.45,58.4,59.85,-1.4500000000000028,1.705605730844883,0.7436600722307893
sample,42,20260919031636,20260919031637,1410,shared,Buddy Hield,SAC,26,48.0,0.36,-0.27,0.63,48.36,47.73,0.6300000000000026,3.4334068835899476,2.4364861268771163
sample,42,20260919031636,20260919031637,1426,shared,Rodney Hood,ORL,26,58.0,0.16,-0.31,0.47,58.16,57.69,0.46999999999999886,0.8729376850727674,1.1607642901871755
sample,42,20260919031636,20260919031637,1452,shared,Joe Ingles,ORL,31,52.0,-2.16,-5.27,3.1099999999999994,49.84,46.73,3.1100000000000065,2.4067245858891364,0.8744984132332516
sample,42,20260919031636,20260919031637,1483,shared,John Jenkins,MIA,27,55.0,-0.1,0.07,-0.17,54.9,55.07,-0.1700000000000017,1.4736747170651914,1.2330056894852641
sample,42,20260919031636,20260919031637,1505,shared,Tyler Johnson,ATL,26,57.0,-0.28,-0.78,0.5,56.72,56.22,0.5,0.8537498983243799,0.7730302436358862
sample,42,20260919031636,20260919031637,1519,shared,Kevin Jones,WAS,29,62.0,-0.78,0.87,-1.65,61.22,62.87,-1.6499999999999986,1.1856038822712103,0.9914279060674523
sample,42,20260919031636,20260919031637,1523,shared,Terrence Jones (PO),DAL,26,63.0,0.83,1.07,-0.2400000000000001,63.83,64.07,-0.23999999999999488,0.8171767114754177,0.768771813355628
sample,42,20260919031636,20260919031637,1538,shared,Ryan Kelly,PHI,27,49.0,-0.32,-0.73,0.41,48.68,48.27,0.4099999999999966,3.222020195686883,1.3769751653753983
sample,42,20260919031636,20260919031637,1570,shared,Doron Lamb (PO),PHI,27,60.0,-0.3,-0.78,0.48000000000000004,59.7,59.22,0.480000000000004,1.352140091958976,0.6602723649825094
sample,42,20260919031636,20260919031637,1590,shared,Meyers Leonard,TOR,26,46.0,0.76,3.56,-2.8,46.76,49.56,-2.8000000000000043,3.9494789325155093,2.3020412549287514
sample,42,20260919031636,20260919031637,1597,shared,Damian Lillard,ATL,28,63.0,-0.04,1.13,-1.17,62.96,64.13,-1.1699999999999946,0.8980337668844344,0.6765181207305297
sample,42,20260919031636,20260919031637,1627,shared,Boban Marjanović,LAL,30,55.0,-0.78,0.12,-0.9,54.22,55.12,-0.8999999999999986,1.4604551663537269,0.7691002220225603
sample,42,20260919031636,20260919031637,1656,shared,CJ McCollum,LAL,27,40.0,0.33,-2.4,2.73,40.33,37.6,2.729999999999997,4.512731708704548,2.799711384836629
sample,42,20260919031636,20260919031637,1657,shared,T.J. McConnell,SAC,26,47.0,0.43,-1.86,2.29,47.43,45.14,2.289999999999999,3.4030734771540105,3.0977998057272256
sample,42,20260919031636,20260919031637,1664,shared,Doug McDermott,NOL,26,51.0,1.05,-0.41,1.46,52.05,50.59,1.4599999999999937,3.2516507074457315,2.0404742962202085
sample,42,20260919031636,20260919031637,1696,shared,Quincy Miller,ATL,26,66.0,0.44,-0.3,0.74,66.44,65.7,0.7399999999999949,0.8204458014587637,0.7177405625652734
sample,42,20260919031636,20260919031637,1697,shared,Elijah Millsap,LAL,31,40.0,-1.06,-2.07,1.0099999999999998,38.94,37.93,1.009999999999998,2.537874717319215,1.2890760922913633
sample,42,20260919031636,20260919031637,1702,shared,Nikola Mirotić,TOR,27,67.0,0.3,0.61,-0.31,67.3,67.61,-0.3100000000000023,0.8819171036881966,0.6497085593719789
sample,42,20260919031636,20260919031637,1730,shared,Arnett Moultrie (PO),NYK,28,55.0,-0.18,0.21,-0.39,54.82,55.21,-0.39000000000000057,2.896811203981914,1.1127815725841386
sample,42,20260919031636,20260919031637,1732,shared,Shabazz Muhammad,CHA,26,50.0,-0.53,0.06,-0.5900000000000001,49.47,50.06,-0.5900000000000034,2.9109858096250454,1.9479074501483469
sample,42,20260919031636,20260919031637,1734,shared,Xavier Munford,PHI,26,61.0,0.34,-0.08,0.42000000000000004,61.34,60.92,0.4200000000000017,0.9344149576774298,0.6463573143221771
sample,42,20260919031636,20260919031637,1750,shared,Shabazz Napier,CHA,27,43.0,0.46,0.43,0.030000000000000027,43.46,43.43,0.030000000000001137,3.9909493566915586,3.8645108933013033
sample,42,20260919031636,20260919031637,1756,shared,Raul Neto,GSW,26,58.0,0.19,-0.14,0.33,58.19,57.86,0.3299999999999983,1.098161917004772,0.9213516640723501
sample,42,20260919031636,20260919031637,1791,shared,Victor Oladipo,NOL,26,56.0,-0.3,-1.38,1.0799999999999998,55.7,54.62,1.0800000000000054,1.4389951600707593,1.4339322216065922
sample,42,20260919031636,20260919031637,1794,shared,Kelly Olynyk,LAL,27,60.0,0.01,0.41,-0.39999999999999997,60.01,60.41,-0.3999999999999986,0.9044781965756874,1.2720380529216913
sample,42,20260919031636,20260919031637,1817,shared,Adreian Payne,ATL,27,47.0,0.54,0.5,0.040000000000000036,47.54,47.5,0.03999999999999915,4.250775330347502,2.8230651727682394
sample,42,20260919031636,20260919031637,1899,shared,Austin Rivers,POR,26,49.0,0.34,0.48,-0.13999999999999996,49.34,49.48,-0.13999999999999346,3.811783961571927,3.7456506764378057
sample,42,20260919031636,20260919031637,1911,shared,Thomas Robinson (TO),TOR,27,56.0,-0.3,-0.5,0.2,55.7,55.5,0.20000000000000284,2.6457513110645907,0.7316785737969475
sample,42,20260919031636,20260919031637,1915,shared,Terrence Ross,MIL,27,59.0,-0.52,-0.96,0.43999999999999995,58.48,58.04,0.4399999999999977,0.8584693919818558,0.601681146472284
sample,42,20260919031636,20260919031637,1954,shared,Tornike Shengelia,IND,27,57.0,-0.31,0.03,-0.33999999999999997,56.69,57.03,-0.3400000000000034,1.1780398031381532,1.3062012158016145
sample,42,20260919031636,20260919031637,1990,shared,Tony Snell,MEM,27,61.0,0.06,0.14,-0.08000000000000002,61.06,61.14,-0.0799999999999983,1.042723706104703,0.7109532653097147
sample,42,20260919031636,20260919031637,2001,shared,Alex Stepheson,LAL,31,40.0,-2.31,-6.3,3.9899999999999998,37.69,33.7,3.989999999999995,2.5413549237532425,0.6890192121758832
sample,42,20260919031636,20260919031637,2012,shared,Jared Sullinger,MIL,26,61.0,0.68,-0.1,0.78,61.68,60.9,0.7800000000000011,0.8150106896491752,0.904534033733291
sample,42,20260919031636,20260919031637,2020,shared,Edy Tavares,ATL,26,40.0,2.14,-2.11,4.25,42.14,37.89,4.25,5.939118732028458,3.0547032787510022
sample,42,20260919031636,20260919031637,2024,shared,Tyshawn Taylor,MIA,28,56.0,-1.09,-0.3,-0.79,54.91,55.7,-0.7900000000000063,1.9852740695715372,1.4668044012461754
sample,42,20260919031636,20260919031637,2055,shared,Axel Toupane,NOL,26,32.0,1.49,1.16,0.33000000000000007,33.49,33.16,0.3300000000000054,4.725804939185738,4.0793146582248445
sample,42,20260919031636,20260919031637,2068,shared,Jonas Valančiūnas,SA,26,66.0,0.48,0.63,-0.15000000000000002,66.48,66.63,-0.14999999999999147,0.8466213302106655,0.7474535896541462
sample,42,20260919031636,20260919031637,2113,shared,Travis Wear,BOS,28,36.0,1.21,1.07,0.1399999999999999,37.21,37.07,0.14000000000000057,6.431134810396602,3.1726578094332165
sample,42,20260919031636,20260919031637,2169,shared,Jeff Withey,MEM,28,45.0,-0.73,-2.5,1.77,44.27,42.5,1.7700000000000031,4.338819371136984,3.2051095570553083
sample,42,20260919031636,20260919031637,2175,shared,Delon Wright,CHA,26,45.0,1.33,-0.19,1.52,46.33,44.81,1.519999999999996,3.9236526993415843,3.202571567735005
sample,42,20260919031636,20260919031637,2188,shared,Cody Zeller,NYK,26,51.0,0.12,0.08,0.039999999999999994,51.12,51.08,0.03999999999999915,2.090285370300651,2.268270377413262
sample,42,20260919031636,20260919031637,2190,shared,Tyler Zeller (PO),OKC,28,60.0,-0.36,1.01,-1.37,59.64,61.01,-1.3699999999999974,1.0685589276301901,1.1933739624029902
sample,7,20260919031638,20260919031639,2,shared,Arron Afflalo,DET,33,57.0,-1.49,-1.42,-0.07000000000000006,55.51,55.58,-0.07000000000000028,1.1054959123041623,0.9447355463436593
sample,7,20260919031638,20260919031639,4,shared,Alexis Ajinça,SA,30,58.0,-0.75,-0.36,-0.39,57.25,57.64,-0.39000000000000057,1.0766108438479098,0.5949280577846315
sample,7,20260919031638,20260919031639,7,shared,LaMarcus Aldridge (PO),TOR,33,68.0,-0.77,0.25,-1.02,67.23,68.25,-1.019999999999996,0.9519252156349344,0.625630994607957
sample,7,20260919031638,20260919031639,8,shared,Lavoy Allen,CHI,29,54.0,-1.12,0.17,-1.29,52.88,54.17,-1.2899999999999991,2.221474621720783,1.1981045636565055
sample,7,20260919031638,20260919031639,12,shared,Al-Farouq Aminu,MIN,28,53.0,-1.56,-1.02,-0.54,51.44,51.98,-0.5399999999999991,3.0295514219405186,2.09848430149867
sample,7,20260919031638,20260919031639,16,shared,James Anderson (PO),MEM,29,57.0,-0.6,-0.41,-0.19,56.4,56.59,-0.19000000000000483,1.1634153830577254,1.3640033176297817
sample,7,20260919031638,20260919031639,17,shared,Ryan Anderson (PO),MIA,30,60.0,-0.92,1.13,-2.05,59.08,61.13,-2.0500000000000043,0.9176165876989157,0.7996842811353425
sample,7,20260919031638,20260919031639,18,shared,Carmelo Anthony (PO),MEM,34,72.0,-2.02,-0.93,-1.0899999999999999,69.98,71.07,-1.0899999999999892,0.803778953481992,0.5366374921488415
sample,7,20260919031638,20260919031639,22,shared,Trevor Ariza,MIA,33,59.0,-1.51,-1.44,-0.07000000000000006,57.49,57.56,-0.07000000000000028,0.9155778657672039,0.8798530639495519
sample,7,20260919031638,20260919031639,28,shared,D.J. Augustin,UTA,31,53.0,-1.86,-2.36,0.4999999999999998,51.14,50.64,0.5,1.8258525060194135,1.2020185043702467
sample,7,20260919031638,20260919031639,29,shared,Gustavo Ayón,POR,33,50.0,-3.3,-3.11,-0.18999999999999995,46.7,46.89,-0.18999999999999773,2.0025236603099126,1.4276844288157058
sample,7,20260919031638,20260919031639,35,shared,Andrea Bargnani (PO),SAC,33,64.0,-1.47,-1.56,0.09000000000000008,62.53,62.44,0.09000000000000341,0.9476712552783312,0.6407066805528487
sample,7,20260919031638,20260919031639,41,shared,Brandon Bass,WAS,33,57.0,-2.28,-2.04,-0.23999999999999977,54.72,54.96,-0.240000000000002,1.608562944828317,0.7643575238345105
sample,7,20260919031638,20260919031639,44,shared,Nicolas Batum (PO),TOR,30,63.0,-1.3,-0.47,-0.8300000000000001,61.7,62.53,-0.8299999999999983,0.7177405625652733,0.7581876316905234
sample,7,20260919031638,20260919031639,45,shared,Jerryd Bayless (TO),CHI,30,62.0,-0.83,0.6,-1.43,61.17,62.6,-1.4299999999999997,0.9749902874419113,0.6816498108607268
sample,7,20260919031638,20260919031639,47,shared,Michael Beasley,GSW,29,64.0,-0.71,0.55,-1.26,63.29,64.55,-1.259999999999998,0.8795660086863086,0.6871842709362768
sample,7,20260919031638,20260919031639,50,shared,Marco Belinelli,DET,32,53.0,-2.17,-6.56,4.39,50.83,46.44,4.390000000000001,2.6171732765707283,1.1220471910708116
sample,7,20260919031638,20260919031639,59,shared,Bismack Biyombo,POR,26,56.0,0.53,0.32,0.21000000000000002,56.53,56.32,0.21000000000000085,1.4031350180178241,1.2623531017648564
sample,7,20260919031638,20260919031639,60,shared,DeJuan Blair,MIN,29,56.0,-0.97,-0.26,-0.71,55.03,55.74,-0.7100000000000009,2.9829651033964186,1.040784474918954
sample,7,20260919031638,20260919031639,63,shared,Eric Bledsoe,UTA,29,55.0,-0.75,-1.6,0.8500000000000001,54.25,53.4,0.8500000000000014,2.6718699236469,2.4078994576144157
sample,7,20260919031638,20260919031639,69,shared,Chris Bosh  (PO),ATL,34,64.0,-1.56,-0.78,-0.78,62.44,63.22,-0.7800000000000011,0.9568466729604885,0.746439359339871
sample,7,20260919031638,20260919031639,77,shared,Ronnie Brewer,MIN,33,57.0,-1.81,-3.66,1.85,55.19,53.34,1.8499999999999943,1.211852242885187,0.8192137151629671
sample,7,20260919031638,20260919031639,79,shared,Aaron Brooks (PO),UTA,33,48.0,-3.15,-2.86,-0.29000000000000004,44.85,45.14,-0.28999999999999915,2.4427795064581077,1.4840566843703247
sample,7,20260919031638,20260919031639,80,shared,MarShon Brooks,ORL,29,61.0,-0.3,0.79,-1.09,60.7,61.79,-1.0899999999999963,0.9587449708822043,0.7288430017583493
sample,7,20260919031638,20260919031639,82,shared,Derrick Brown,CLE,31,54.0,-2.72,-6.28,3.56,51.28,47.72,3.5600000000000023,1.7983157103076743,0.9436657514740324
sample,7,20260919031638,20260919031639,84,shared,Shannon Brown,UTA,33,54.0,-3.99,-2.98,-1.0100000000000002,50.01,51.02,-1.0100000000000051,1.720318269825368,1.363151428925568
sample,7,20260919031638,20260919031639,85,shared,Kobe Bryant,DET,40,53.0,-8.9,-5.18,-3.7200000000000006,44.1,47.82,-3.719999999999999,2.042478193694408,1.3286280612919952
sample,7,20260919031638,20260919031639,86,shared,Chase Budinger,OKC,30,57.0,-0.64,-0.41,-0.23000000000000004,56.36,56.59,-0.23000000000000398,1.3447991851889443,0.6528105515091006
sample,7,20260919031638,20260919031639,87,shared,Alec Burks,UTA,27,73.0,0.88,1.02,-0.14,73.88,74.02,-0.14000000000000057,0.8075402232218604,0.6353238258056783
sample,7,20260919031638,20260919031639,92,shared,Andrew Bynum (PO),LAC,31,65.0,-0.81,-0.91,0.09999999999999998,64.19,64.09,0.09999999999999432,0.8250497383231331,0.7120180453961098
sample,7,20260919031638,20260919031639,101,shared,Omri Casspi (PO),CLE,30,59.0,-0.84,-0.52,-0.31999999999999995,58.16,58.48,-0.3200000000000003,1.002219758558194,0.6110100926607785
sample,7,20260919031638,20260919031639,103,shared,Mario Chalmers (PO),MEM,32,58.0,-1.37,-1.88,0.5099999999999998,56.63,56.12,0.5100000000000051,0.9914279060674523,0.8908060134144544
sample,7,20260919031638,20260919031639,109,shared,Earl Clark,ORL,30,51.0,-0.9,-0.56,-0.33999999999999997,50.1,50.44,-0.3399999999999963,2.556433753366892,1.0475560783909077
sample,7,20260919031638,20260919031639,111,shared,Darren Collison,MIA,31,58.0,-1.06,-2.1,1.04,56.94,55.9,1.0399999999999991,0.9300809131739586,0.7587869106393281
sample,7,20260919031638,20260919031639,114,shared,Mike Conley,GSW,31,67.0,-0.77,-1.79,1.02,66.23,65.21,1.0200000000000102,0.7365631354644708,0.6860073327640607
sample,7,20260919031638,20260919031639,117,shared,Daequan Cook (PO),SAC,31,59.0,-1.06,-1.4,0.33999999999999986,57.94,57.6,0.3399999999999963,0.9621104747670954,0.6963106238227914
sample,7,20260919031638,20260919031639,120,shared,DeMarcus Cousins,MIN,28,72.0,-0.57,0.43,-1.0,71.43,72.43,-1.0,0.8439325934114774,1.0075974023649155
sample,7,20260919031638,20260919031639,123,shared,Jamal Crawford,SA,38,53.0,-7.39,-6.16,-1.2299999999999995,45.61,46.84,-1.230000000000004,2.6357871191304003,1.4335095029156573
sample,7,20260919031638,20260919031639,124,shared,Jordan Crawford (PO),IND,30,65.0,-0.55,0.26,-0.81,64.45,65.26,-0.8100000000000023,0.8689364217539193,0.6907761700954349
sample,7,20260919031638,20260919031639,128,shared,Stephen Curry (PO),MEM,30,71.0,0.67,1.99,-1.3199999999999998,71.67,72.99,-1.3199999999999932,0.8534540634292148,0.6741249472052228
sample,7,20260919031638,20260919031639,139,shared,Glen Davis,CHI,32,57.0,-1.02,-1.25,0.22999999999999998,55.98,55.75,0.22999999999999687,1.1007802558717936,0.7299508769967217
sample,7,20260919031638,20260919031639,143,shared,Austin Daye (PO),LAC,30,59.0,-0.26,0.92,-1.1800000000000002,58.74,59.92,-1.1799999999999997,1.0974718422102883,0.5976384502119296
sample,7,20260919031638,20260919031639,146,shared,Luol Deng,HOU,33,63.0,-0.51,-1.12,0.6100000000000001,62.49,61.88,0.6099999999999994,0.9373829893308652,0.6556668284265948
sample,7,20260919031638,20260919031639,157,shared,Goran Dragić,HOU,32,62.0,-0.32,-1.11,0.79,61.68,60.89,0.7899999999999991,0.851380340886777,0.7506899183653352
sample,7,20260919031638,20260919031639,164,shared,Kevin Durant (PO),OKC,30,72.0,0.19,1.45,-1.26,72.19,73.45,-1.2600000000000051,0.8001893715259096,0.7961396760860395
sample,7,20260919031638,20260919031639,168,shared,Monta Ellis (PO),GSW,33,66.0,-1.21,-0.93,-0.2799999999999999,64.79,65.07,-0.2799999999999869,0.8562898593539008,0.685418105828829
sample,7,20260919031638,20260919031639,178,shared,Tyreke Evans (PO),CHI,29,66.0,-0.18,0.98,-1.16,65.82,66.98,-1.1600000000000108,0.8211841659112983,0.6353238258056781
sample,7,20260919031638,20260919031639,181,shared,Kenneth Faried,DEN,29,57.0,-0.35,0.54,-0.89,56.65,57.54,-0.8900000000000006,2.1990585680828483,0.8338786094831402
sample,7,20260919031638,20260919031639,182,shared,Jordan Farmar,POR,32,56.0,-1.56,-2.27,0.71,54.44,53.73,0.7100000000000009,1.3205447299650188,0.9412542674323425
sample,7,20260919031638,20260919031639,183,shared,Derrick Favors,WAS,27,63.0,0.1,0.9,-0.8,63.1,63.9,-0.7999999999999972,0.9481507786158796,0.7587869106393281
sample,7,20260919031638,20260919031639,187,shared,Landry Fields (PO),HOU,30,58.0,-0.81,-0.06,-0.75,57.19,57.94,-0.75,0.9918353561642043,0.7222299921881962
sample,7,20260919031638,20260919031639,198,shared,Channing Frye,DET,35,56.0,-2.87,-4.6,1.7299999999999995,53.13,51.4,1.730000000000004,1.6121696278899778,1.6453178133937252
sample,7,20260919031638,20260919031639,201,shared,Sundiata Gaines,OKC,32,54.0,-1.84,-2.56,0.72,52.16,51.44,0.7199999999999989,2.5808932757884624,1.0571545570898124
sample,7,20260919031638,20260919031639,203,shared,Danilo Gallinari (PO),LAC,30,65.0,-0.71,0.91,-1.62,64.29,65.91,-1.6199999999999903,0.9022418766829678,0.8052228501376734
sample,7,20260919031638,20260919031639,206,shared,Marc Gasol (PO),CLE,33,64.0,-1.14,-1.04,-0.09999999999999987,62.86,62.96,-0.10000000000000142,0.829019135649309,0.6804633002817294
sample,7,20260919031638,20260919031639,208,shared,Rudy Gay,DEN,32,70.0,-1.39,-2.0,0.6100000000000001,68.61,68.0,0.6099999999999994,0.8515582864088137,0.6963106238227914
sample,7,20260919031638,20260919031639,209,shared,Alonzo Gee,IND,31,61.0,-0.55,-1.41,0.8599999999999999,60.45,59.59,0.8599999999999994,0.9031370691409835,0.7925792188682582
sample,7,20260919031638,20260919031639,211,shared,Paul George,LAC,28,70.0,-0.47,0.61,-1.08,69.53,70.61,-1.0799999999999983,1.5272276328119008,0.7771353768420234
sample,7,20260919031638,20260919031639,223,shared,Eric Gordon (PO),OKC,30,59.0,-0.45,0.44,-0.89,58.55,59.44,-0.8900000000000006,1.0286305498481016,0.7954415583355403
sample,7,20260919031638,20260919031639,224,shared,Marcin Gortat,IND,34,60.0,-1.63,-1.69,0.06000000000000005,58.37,58.31,0.05999999999999517,0.89504810547317,0.7343656645656367
sample,7,20260919031638,20260919031639,226,shared,Danny Granger,CHA,35,58.0,-2.69,-2.99,0.30000000000000027,55.31,55.01,0.30000000000000426,0.9815983667138782,0.7452882297839846
sample,7,20260919031638,20260919031639,228,shared,Danny Green,HOU,31,59.0,-1.15,-1.84,0.6900000000000002,57.85,57.16,0.6900000000000048,0.7703468981143128,0.8253557543339244
sample,7,20260919031638,20260919031639,229,shared,Donté Greene (PO),SAC,30,59.0,-0.68,0.22,-0.9,58.32,59.22,-0.8999999999999986,1.127077206895353,0.718865548463464
sample,7,20260919031638,20260919031639,231,shared,Jeff Green,HOU,32,56.0,-0.4,-0.65,0.25,55.6,55.35,0.25,1.0540925533894598,0.8453676505795952
sample,7,20260919031638,20260919031639,234,shared,Blake Griffin (PO),DET,29,66.0,-0.01,1.03,-1.04,65.99,67.03,-1.0400000000000063,1.5666666666666667,0.6105966613307697
sample,7,20260919031638,20260919031639,243,shared,James Harden (PO),DET,29,73.0,0.08,0.6,-0.52,73.08,73.6,-0.519999999999996,0.8,0.6513389472789296
sample,7,20260919031638,20260919031639,245,shared,Josh Harrellson,SA,29,56.0,-1.12,-0.95,-0.17000000000000015,54.88,55.05,-0.1699999999999946,2.800721407787716,1.1579762911688178
sample,7,20260919031638,20260919031639,247,shared,Devin Harris,MIA,35,56.0,-3.21,-4.49,1.2800000000000002,52.79,51.51,1.2800000000000011,1.67751018001096,1.2185021439240369
sample,7,20260919031638,20260919031639,248,shared,Manny Harris,WAS,29,66.0,-0.28,1.08,-1.36,65.72,67.08,-1.3599999999999994,0.8297498710363554,0.6768912897813194
